0,0,0,25,4,4,1,0.005491,72
0,0,0,25,4,4,1,0.00081,493
0,0,0,25,4,4,1,0.000809,494
0,0,0,25,4,4,1,0.000717,557
0,0,0,25,4,4,1,0.000806,496
0,0,0,25,4,4,1,0.000728,549
0,0,0,25,4,4,1,0.000814,491
0,0,0,25,4,4,1,0.000719,556
0,0,0,25,4,4,1,0.000809,494
0,0,0,25,4,4,1,0.000728,549
0,0,0,25,4,4,1,0.00081,493
0,0,0,25,4,4,1,0.000723,553
0,0,0,25,4,4,1,0.000808,495
0,0,0,25,4,4,1,0.000719,556
0,0,0,25,4,4,1,0.000805,496
0,0,0,25,4,4,1,0.000716,558
0,0,0,25,4,4,1,0.000808,495
0,0,0,25,4,4,1,0.000714,560
0,0,0,25,4,4,1,0.00082,487
0,0,0,25,4,4,1,0.000725,551
0,0,0,25,16,16,1,0.000753,8499
0,0,0,25,16,16,1,0.000669,9566
0,0,0,25,16,16,1,0.000788,8121
0,0,0,25,16,16,1,0.000696,9195
0,0,0,25,16,16,1,0.000788,8121
0,0,0,25,16,16,1,0.000695,9208
0,0,0,25,16,16,1,0.000753,8499
0,0,0,25,16,16,1,0.000675,9481
0,0,0,25,16,16,1,0.000762,8398
0,0,0,25,16,16,1,0.000714,8963
0,0,0,25,16,16,1,0.000751,8521
0,0,0,25,16,16,1,0.000671,9538
0,0,0,25,16,16,1,0.00075,8533
0,0,0,25,16,16,1,0.00067,9552
0,0,0,25,16,16,1,0.000752,8510
0,0,0,25,16,16,1,0.00066,9696
0,0,0,25,16,16,1,0.000788,8121
0,0,0,25,16,16,1,0.000698,9169
0,0,0,25,16,16,1,0.000865,7398
0,0,0,25,16,16,1,0.000671,9538
0,0,0,25,32,32,1,0.000783,32694
0,0,0,25,32,32,1,0.00071,36056
0,0,0,25,32,32,1,0.000796,32160
0,0,0,25,32,32,1,0.000696,36781
0,0,0,25,32,32,1,0.000753,33997
0,0,0,25,32,32,1,0.000664,38554
0,0,0,25,32,32,1,0.00078,32820
0,0,0,25,32,32,1,0.000703,36415
0,0,0,25,32,32,1,0.000791,32364
0,0,0,25,32,32,1,0.000702,36467
0,0,0,25,32,32,1,0.000799,32040
0,0,0,25,32,32,1,0.000695,36834
0,0,0,25,32,32,1,0.000787,32528
0,0,0,25,32,32,1,0.0007,36571
0,0,0,25,32,32,1,0.000821,31181
0,0,0,25,32,32,1,0.000728,35164
0,0,0,25,32,32,1,0.000809,31644
0,0,0,25,32,32,1,0.000722,35457
0,0,0,25,32,32,1,0.000819,31257
0,0,0,25,32,32,1,0.000725,35310
0,0,0,25,4,4,1,0.000783,510
0,1,1,25,4,4,1,0.000725,1655
1,0,1,25,4,4,1,0.000715,1678
1,1,0,25,4,4,1,0.000698,5157
1,1,1,25,4,4,1,0.000717,5020
1,1,2,25,4,4,1,0.000709,5077
0,0,0,25,4,4,1,0.000697,573
0,1,1,25,4,4,1,0.000703,1706
1,0,1,25,4,4,1,0.000696,1724
1,1,0,25,4,4,1,0.000703,5120
1,1,1,25,4,4,1,0.000703,5120
1,1,2,25,4,4,1,0.000703,5120
0,0,0,25,4,4,1,0.000791,505
0,1,1,25,4,4,1,0.000697,1721
1,0,1,25,4,4,1,0.000716,1675
1,1,0,25,4,4,1,0.000715,5034
1,1,1,25,4,4,1,0.00071,5070
1,1,2,25,4,4,1,0.000712,5056
0,0,0,25,4,4,1,0.000715,559
0,1,1,25,4,4,1,0.000712,1685
1,0,1,25,4,4,1,0.000713,1683
1,1,0,25,4,4,1,0.00071,5070
1,1,1,25,4,4,1,0.000729,4938
1,1,2,25,4,4,1,0.00071,5070
0,0,0,25,4,4,1,0.000788,507
0,1,1,25,4,4,1,0.000698,1719
1,0,1,25,4,4,1,0.000697,1721
1,1,0,25,4,4,1,0.000697,5164
1,1,1,25,4,4,1,0.000695,5179
1,1,2,25,4,4,1,0.000701,5135
0,0,0,25,4,4,1,0.000694,576
0,1,1,25,4,4,1,0.000694,1729
1,0,1,25,4,4,1,0.000705,1702
1,1,0,25,4,4,1,0.000698,5157
1,1,1,25,4,4,1,0.0007,5142
1,1,2,25,4,4,1,0.000694,5187
0,0,0,25,4,4,1,0.000785,509
0,1,1,25,4,4,1,0.000712,1685
1,0,1,25,4,4,1,0.000723,1659
1,1,0,25,4,4,1,0.000712,5056
1,1,1,25,4,4,1,0.00072,5000
1,1,2,25,4,4,1,0.000709,5077
0,0,0,25,4,4,1,0.000713,561
0,1,1,25,4,4,1,0.000696,1724
1,0,1,25,4,4,1,0.000698,1719
1,1,0,25,4,4,1,0.000695,5179
1,1,1,25,4,4,1,0.0007,5142
1,1,2,25,4,4,1,0.000693,5194
0,0,0,25,4,4,1,0.000804,497
0,1,1,25,4,4,1,0.000705,1702
1,0,1,25,4,4,1,0.000705,1702
1,1,0,25,4,4,1,0.000697,5164
1,1,1,25,4,4,1,0.000697,5164
1,1,2,25,4,4,1,0.000697,5164
0,0,0,25,4,4,1,0.000722,554
0,1,1,25,4,4,1,0.000697,1721
1,0,1,25,4,4,1,0.000698,1719
1,1,0,25,4,4,1,0.000701,5135
1,1,1,25,4,4,1,0.000695,5179
1,1,2,25,4,4,1,0.000698,5157
0,0,0,25,4,4,1,0.000789,506
0,1,1,25,4,4,1,0.00071,1690
1,0,1,25,4,4,1,0.00072,1666
1,1,0,25,4,4,1,0.000712,5056
1,1,1,25,4,4,1,0.000719,5006
1,1,2,25,4,4,1,0.000726,4958
0,0,0,25,4,4,1,0.000712,561
0,1,1,25,4,4,1,0.000699,1716
1,0,1,25,4,4,1,0.000694,1729
1,1,0,25,4,4,1,0.000696,5172
1,1,1,25,4,4,1,0.000698,5157
1,1,2,25,4,4,1,0.000702,5128
0,0,0,25,4,4,1,0.000764,523
0,1,1,25,4,4,1,0.000674,1780
1,0,1,25,4,4,1,0.00067,1791
1,1,0,25,4,4,1,0.000672,5357
1,1,1,25,4,4,1,0.000672,5357
1,1,2,25,4,4,1,0.000675,5333
0,0,0,25,4,4,1,0.000716,558
0,1,1,25,4,4,1,0.000704,1704
1,0,1,25,4,4,1,0.000698,1719
1,1,0,25,4,4,1,0.000698,5157
1,1,1,25,4,4,1,0.000691,5209
1,1,2,25,4,4,1,0.000698,5157
0,0,0,25,4,4,1,0.000755,529
0,1,1,25,4,4,1,0.000672,1785
1,0,1,25,4,4,1,0.00068,1764
1,1,0,25,4,4,1,0.000676,5325
1,1,1,25,4,4,1,0.000649,5546
1,1,2,25,4,4,1,0.000716,5027
0,0,0,25,4,4,1,0.000726,550
0,1,1,25,4,4,1,0.000732,1639
1,0,1,25,4,4,1,0.000733,1637
1,1,0,25,4,4,1,0.000714,5042
1,1,1,25,4,4,1,0.00072,5000
1,1,2,25,4,4,1,0.000719,5006
0,0,0,25,4,4,1,0.00076,526
0,1,1,25,4,4,1,0.000686,1749
1,0,1,25,4,4,1,0.000682,1759
1,1,0,25,4,4,1,0.000676,5325
1,1,1,25,4,4,1,0.000666,5405
1,1,2,25,4,4,1,0.000679,5301
0,0,0,25,4,4,1,0.000677,590
0,1,1,25,4,4,1,0.000661,1815
1,0,1,25,4,4,1,0.000661,1815
1,1,0,25,4,4,1,0.000669,5381
1,1,1,25,4,4,1,0.000662,5438
1,1,2,25,4,4,1,0.00066,5454
0,0,0,25,4,4,1,0.000798,501
0,1,1,25,4,4,1,0.000705,1702
1,0,1,25,4,4,1,0.000697,1721
1,1,0,25,4,4,1,0.000697,5164
1,1,1,25,4,4,1,0.0007,5142
1,1,2,25,4,4,1,0.0007,5142
0,0,0,25,4,4,1,0.000709,564
0,1,1,25,4,4,1,0.000696,1724
1,0,1,25,4,4,1,0.000698,1719
1,1,0,25,4,4,1,0.000698,5157
1,1,1,25,4,4,1,0.000696,5172
1,1,2,25,4,4,1,0.000709,5077
0,0,0,25,16,16,1,0.00077,8311
0,1,1,25,16,16,1,0.000669,28699
1,0,1,25,16,16,1,0.000656,29268
1,1,0,25,16,16,1,0.000663,86877
1,1,1,25,16,16,1,0.000659,87405
1,1,2,25,16,16,1,0.00066,87272
0,0,0,25,16,16,1,0.000675,9481
0,1,1,25,16,16,1,0.00067,28656
1,0,1,25,16,16,1,0.000662,29003
1,1,0,25,16,16,1,0.000661,87140
1,1,1,25,16,16,1,0.000659,87405
1,1,2,25,16,16,1,0.00066,87272
0,0,0,25,16,16,1,0.000757,8454
0,1,1,25,16,16,1,0.000678,28318
1,0,1,25,16,16,1,0.000685,28029
1,1,0,25,16,16,1,0.000688,83720
1,1,1,25,16,16,1,0.00069,83478
1,1,2,25,16,16,1,0.000681,84581
0,0,0,25,16,16,1,0.000673,9509
0,1,1,25,16,16,1,0.00068,28235
1,0,1,25,16,16,1,0.000659,29135
1,1,0,25,16,16,1,0.000679,84830
1,1,1,25,16,16,1,0.000686,83965
1,1,2,25,16,16,1,0.000713,80785
0,0,0,25,16,16,1,0.000789,8111
0,1,1,25,16,16,1,0.000706,27195
1,0,1,25,16,16,1,0.000702,27350
1,1,0,25,16,16,1,0.000701,82168
1,1,1,25,16,16,1,0.000697,82639
1,1,2,25,16,16,1,0.000706,81586
0,0,0,25,16,16,1,0.0007,9142
0,1,1,25,16,16,1,0.000697,27546
1,0,1,25,16,16,1,0.000703,27311
1,1,0,25,16,16,1,0.000697,82639
1,1,1,25,16,16,1,0.000699,82403
1,1,2,25,16,16,1,0.000694,82997
0,0,0,25,16,16,1,0.00079,8101
